system:index,doa,mean_std,stats_percentile,.geo
20181007T112111_20181007T112305_T30UUU,201810280,"{B2_mean=349.4496395130188, B2_stdDev=182.76932090652494, B3_mean=308.8745446522713, B3_stdDev=235.0879919950778, B4_mean=212.75209298766896, B4_stdDev=260.5295783013307, B5_mean=281.9172514159721, B5_stdDev=404.2338264353765, B6_mean=469.372314373208, B6_stdDev=825.3061415381082, B7_mean=533.4567903376168, B7_stdDev=962.8149704005031, B8_mean=587.8973764235473, B8_stdDev=1063.5611013119294, B8A_mean=590.6613850085672, B8A_stdDev=1074.3493869088384, B11_mean=437.034921237483, B11_stdDev=759.7060185500595, B12_mean=288.0807147728099, B12_stdDev=466.0408883946875}","{B2_p2=209.83481617483733, B2_p98=782.6580653775859, B3_p2=150.5770546390918, B3_p98=910.6954873536223, B4_p2=57.56750643434175, B4_p98=975.1940983843718, B5_p2=52.60248952525067, B5_p98=1327.278493494461, B6_p2=51.060820471800675, B6_p98=2767.4828745834557, B7_p2=51.09043558500188, B7_p98=3215.557300530997, B8_p2=51.26472816591045, B8_p98=3535.0356677165637, B8A_p2=51.81191329263272, B8A_p98=3535.662402432948, B11_p2=51.02522475357411, B11_p98=2479.1985487404163, B12_p2=51.251698731791514, B12_p98=1647.1791893499233}",
20181007T112111_20181007T112305_T30UUV,201810280,"{B2_mean=660.9676904355441, B2_stdDev=1108.5189356357337, B3_mean=586.5501810600078, B3_stdDev=1012.5146251472889, B4_mean=507.0563400295234, B4_stdDev=939.4205003164232, B5_mean=513.7722117463743, B5_stdDev=945.3555138902559, B6_mean=485.17856508054984, B6_stdDev=904.4567098811518, B7_mean=473.33185259173894, B7_stdDev=880.3804567241322, B8_mean=494.20048108177923, B8_stdDev=910.5857176272425, B8A_mean=461.68547612991, B8A_stdDev=857.0688500925237, B11_mean=361.2741862604589, B11_stdDev=642.4501864885709, B12_mean=358.7052447621226, B12_stdDev=602.7279240918997}","{B2_p2=43.00548984881547, B2_p98=3773.253176470588, B3_p2=16.034656167028135, B3_p98=3359.194847020934, B4_p2=6.240853787541842, B4_p98=3039.010887772194, B5_p2=5.988450043020516, B5_p98=3038.9024390243903, B6_p2=5.557923169491014, B6_p98=2911.6922581360445, B7_p2=6.235453566515876, B7_p98=2846.495264802403, B8_p2=6.73509580123048, B8_p98=2974.5985632652046, B8A_p2=7.022432590183244, B8A_p98=2782.3956473214294, B11_p2=24.77761314632501, B11_p98=1950.842185298122, B12_p2=32.88569641409301, B12_p98=1887.1971954425942}",
20181007T112111_20181007T112305_T30UVU,201810280,"{B2_mean=807.8744770247405, B2_stdDev=1425.5377220560633, B3_mean=931.9163777038373, B3_stdDev=1321.710487732762, B4_mean=863.6102402687067, B4_stdDev=1315.0475221149484, B5_mean=1239.4744131569946, B5_stdDev=1285.1672111020212, B6_mean=2153.0656642349436, B6_stdDev=1269.0630957225146, B7_mean=2453.2687385776385, B7_stdDev=1300.2638471446649, B8_mean=2668.2230148417525, B8_stdDev=1348.478546749486, B8A_mean=2708.773592298499, B8A_stdDev=1324.6627336672525, B11_mean=1930.278944938726, B11_stdDev=1052.83231851983, B12_mean=1236.7923157751338, B12_stdDev=915.1424667529486}","{B2_p2=172.20325517063912, B2_p98=6558.312846929261, B3_p2=231.04354039260565, B3_p98=6238.313828515108, B4_p2=163.84161708312814, B4_p98=6048.730858560012, B5_p2=157.42000546262443, B5_p98=6238.55988892573, B6_p2=96.7779520961606, B6_p98=6367.141980255728, B7_p2=97.71740606804299, B7_p98=6430.862057900741, B8_p2=99.45763106794914, B8_p98=6623.906624383369, B8A_p2=96.70383092987993, B8A_p98=6495.694384449244, B11_p2=93.23722101310959, B11_p98=5342.225636302747, B12_p2=92.59974286340952, B12_p98=4446.484945734019}",
20181007T112111_20181007T112305_T30UVV,201810280,"{B2_mean=159.94430614511077, B2_stdDev=230.31123168190126, B3_mean=165.32449182382373, B3_stdDev=271.1515186868755, B4_mean=104.41274634042855, B4_stdDev=269.381972217914, B5_mean=133.28098526409858, B5_stdDev=356.72052588838187, B6_mean=214.85668224686697, B6_stdDev=615.8152110261012, B7_mean=247.80824211328903, B7_stdDev=710.995422651721, B8_mean=277.3132894705022, B8_stdDev=777.3321013919889, B8A_mean=277.58537805111234, B8A_stdDev=779.8411643715435, B11_mean=236.00365270935418, B11_stdDev=561.647742245954, B12_mean=179.6058526316672, B12_stdDev=377.8249595189206}","{B2_p2=47.378349041364764, B2_p98=605.5126945616, B3_p2=36.26838397323939, B3_p98=797.1615580421259, B4_p2=17.100870868256298, B4_p98=862.5712344506381, B5_p2=11.652377471398284, B5_p98=1246.0174270369846, B6_p2=10.080214640757205, B6_p98=2399.0148610308265, B7_p2=12.030575403871302, B7_p98=2782.6345859854437, B8_p2=16.93252745578856, B8_p98=3103.0563369120246, B8A_p2=16.835781677200547, B8A_p98=3103.6314986085276, B11_p2=21.57835749784094, B11_p98=2255.1719829325843, B12_p2=25.470859220210762, B12_p98=1487.5610643349912}",
20181009T110939_20181009T110942_T30TUT,201810282,"{B2_mean=221.96328557474314, B2_stdDev=87.89433282845722, B3_mean=132.32968617443677, B3_stdDev=121.22050032566581, B4_mean=57.469204504160786, B4_stdDev=136.9929446714218, B5_mean=51.065178177156824, B5_stdDev=196.58536828996304, B6_mean=55.211637618222355, B6_stdDev=307.31531224486037, B7_mean=65.78430666601403, B7_stdDev=356.21476603496257, B8_mean=66.8412258932032, B8_stdDev=380.7642795047678, B8A_mean=67.95084575270431, B8A_stdDev=399.7670386182784, B11_mean=60.92749289661225, B11_stdDev=354.35204080501995, B12_mean=45.103556475522346, B12_stdDev=238.0234826591013}","{B2_p2=154.8433172668413, B2_p98=398.3855085039404, B3_p2=57.56929661520183, B3_p98=399.6925470859267, B4_p2=19.38914520555477, B4_p98=174.13409523156795, B5_p2=16.703609270632203, B5_p98=238.3953488372093, B6_p2=11.12663090232282, B6_p98=172.97332814173075, B7_p2=13.777912279523095, B7_p98=173.75666959391938, B8_p2=13.210854309716495, B8_p98=172.24422324342757, B8A_p2=11.924941623263551, B8A_p98=173.31578947368422, B11_p2=13.349127576218372, B11_p98=107.66457488650732, B12_p2=14.204886520774187, B12_p98=108.45180708997394}",
20181009T110939_20181009T110942_T30TVT,201810282,"{B2_mean=304.5157903408552, B2_stdDev=128.7805972155471, B3_mean=243.3623920489131, B3_stdDev=209.5813264176323, B4_mean=162.33191589951565, B4_stdDev=253.67165676109548, B5_mean=210.98746635170255, B5_stdDev=381.80473362253065, B6_mean=316.2766571737656, B6_stdDev=688.5761169092777, B7_mean=365.5732255046218, B7_stdDev=814.9194673939725, B8_mean=374.74627335604333, B8_stdDev=874.3041065966721, B8A_mean=388.27202166811924, B8A_stdDev=919.4317877265531, B11_mean=311.6007216426861, B11_stdDev=786.1362565735185, B12_mean=203.24877778050325, B12_stdDev=526.1528312206153}","{B2_p2=167.5542223417331, B2_p98=695.1883787803259, B3_p2=89.2210194097078, B3_p98=910.8124752329028, B4_p2=53.69156955519758, B4_p98=1007.3045154300122, B5_p2=53.780673412395345, B5_p98=1423.2570116645065, B6_p2=24.991670913115513, B6_p98=2383.046690676896, B7_p2=27.552769714164768, B7_p98=2863.273117912296, B8_p2=24.487447684829263, B8_p98=3055.5478515913906, B8A_p2=26.10012206817111, B8A_p98=3215.450739692856, B11_p2=19.839651997690872, B11_p98=2958.648483831431, B12_p2=17.2023735756447, B12_p98=2063.447163614172}",
20181009T110939_20181009T110942_T30UUU,201810282,"{B2_mean=455.58680697146673, B2_stdDev=289.6292253892411, B3_mean=590.6920743996204, B3_stdDev=371.5777932032794, B4_mean=544.9546234792541, B4_stdDev=490.5958159712022, B5_mean=882.750594904231, B5_stdDev=628.1750078083982, B6_mean=1578.833019504402, B6_stdDev=1096.4778317802895, B7_mean=1854.6003422278702, B7_stdDev=1295.7240169283555, B8_mean=1972.3220117247765, B8_stdDev=1399.141544208384, B8A_mean=2066.9501566132176, B8A_stdDev=1449.867774007136, B11_mean=1668.253272210003, B11_stdDev=1224.710260939039, B12_mean=1064.9130902330696, B12_stdDev=893.2378978159804}","{B2_p2=174.39434347269017, B2_p98=1181.0287903413048, B3_p2=167.76583325330003, B3_p98=1502.8248003757633, B4_p2=83.6191538040685, B4_p98=1951.2967810399716, B5_p2=57.26802439555652, B5_p98=2271.660476382721, B6_p2=50.060249794137555, B6_p98=3486.740377062058, B7_p2=52.553226272767894, B7_p98=4125.487924865832, B8_p2=42.354117264841086, B8_p98=4382.824247355574, B8A_p2=37.252442689675824, B8A_p98=4447.233810240964, B11_p2=19.085715009261403, B11_p98=3935.3740288568256, B12_p2=17.066876082028948, B12_p98=3166.7863109673945}",
20181009T110939_20181009T110942_T30UVU,201810282,"{B2_mean=424.4499764208781, B2_stdDev=170.46130919063913, B3_mean=615.5177584598711, B3_stdDev=220.5520644193813, B4_mean=584.6662856677827, B4_stdDev=341.7627241529591, B5_mean=1017.9564318781371, B5_stdDev=382.9636403100899, B6_mean=2021.1696827436833, B6_stdDev=694.4769239465608, B7_mean=2395.723001147549, B7_stdDev=832.6434931654895, B8_mean=2568.0964382688026, B8_stdDev=882.5458907960085, B8A_mean=2674.4323101502996, B8A_stdDev=910.300341745375, B11_mean=2020.96498687381, B11_stdDev=744.861920302192, B12_mean=1248.9805999267537, B12_stdDev=613.4597241262629}","{B2_p2=209.06518426949168, B2_p98=879.0618041270984, B3_p2=239.94554878301852, B3_p98=1166.9414301740715, B4_p2=85.83767142069517, B4_p98=1455.119759105471, B5_p2=85.17300948482333, B5_p98=1822.13624082635, B6_p2=48.56526761523478, B6_p98=3358.160791167517, B7_p2=50.727175650953214, B7_p98=3998.8049783640517, B8_p2=49.135123726586734, B8_p98=4175.446186742694, B8A_p2=43.72442807862107, B8A_p98=4255.073754803997, B11_p2=18.207106239690606, B11_p98=3358.0985868951852, B12_p2=16.53538661136479, B12_p98=2718.9739529171625}",
20181009T110939_20181009T110942_T30UVV,201810282,"{B2_mean=284.78079218870187, B2_stdDev=104.56466513763608, B3_mean=225.91025891057004, B3_stdDev=199.63126311042063, B4_mean=104.97703832913429, B4_stdDev=255.79737736302604, B5_mean=147.71612731210845, B5_stdDev=389.37684985236046, B6_mean=267.6021378985359, B6_stdDev=718.945446500259, B7_mean=314.23425148624733, B7_stdDev=846.9892179286109, B8_mean=334.1810940060945, B8_stdDev=900.8916764844769, B8A_mean=344.316251535285, B8A_stdDev=929.2377716168207, B11_mean=264.0233779582605, B11_stdDev=732.7746746342985, B12_mean=178.46353046713693, B12_stdDev=511.70580280774396}","{B2_p2=176.17411152687114, B2_p98=623.1318970646222, B3_p2=114.39613544013764, B3_p98=878.9212351601299, B4_p2=15.958412177160017, B4_p98=1039.1000177975154, B5_p2=5.557390127865363, B5_p98=1423.1794050463413, B6_p2=1.5982879694390426, B6_p98=2543.056828478641, B7_p2=2.334029087733508, B7_p98=3023.6756383630773, B8_p2=2.020985255383281, B8_p98=3246.9675032985488, B8A_p2=1.6186614076037602, B8A_p98=3343.387168362636, B11_p2=2.6325083014796116, B11_p98=2782.873694367488, B12_p2=5.784247815495469, B12_p98=2015.2611553792808}",
20181012T112109_20181012T112327_T30TUT,201810285,"{B2_mean=4257.786072810183, B2_stdDev=3417.482728069115, B3_mean=3872.5577387996836, B3_stdDev=3116.2064186434836, B4_mean=3588.194760188971, B4_stdDev=2893.97547276653, B5_mean=3756.707527545776, B5_stdDev=3019.906954787082, B6_mean=3510.1863720386973, B6_stdDev=2813.079363172602, B7_mean=3456.6448275393914, B7_stdDev=2751.913959124818, B8_mean=3339.8219832414857, B8_stdDev=2672.952520908155, B8A_mean=3309.8087288220613, B8A_stdDev=2627.360343341824, B11_mean=2540.1027513254403, B11_stdDev=1820.75552426592, B12_mean=1975.4659223031676, B12_stdDev=1328.5152152657774}","{B2_p2=94.55070405597256, B2_p98=10783.417712177123, B3_p2=36.91367094463814, B3_p98=9822.633736559139, B4_p2=32.77238019267979, B4_p98=9055.351490825688, B5_p2=31.567149027247734, B5_p98=9502.988416988417, B6_p2=29.81349359415281, B6_p98=8799.68925233645, B7_p2=34.165177575572756, B7_p98=8670.64416058394, B8_p2=34.143404774509136, B8_p98=8416.178194607268, B8A_p2=33.644717882547496, B8A_p98=8286.808600847971, B11_p2=96.80367417642829, B11_p98=5726.45046502224, B12_p2=81.90659998839105, B12_p98=4495.261698440208}",
20181012T112109_20181012T112327_T30TVT,201810285,"{B2_mean=570.5578400433666, B2_stdDev=777.7826827932421, B3_mean=545.6113897588115, B3_stdDev=752.1564660774225, B4_mean=470.75319953328966, B4_stdDev=732.4518015984106, B5_mean=534.1299682013985, B5_stdDev=821.5434544376193, B6_mean=613.3316089550971, B6_stdDev=957.5190025423663, B7_mean=663.7728811673974, B7_stdDev=1030.0515107186052, B8_mean=653.7493583938415, B8_stdDev=1032.3151028612647, B8A_mean=688.7099912163956, B8A_stdDev=1081.0937150669802, B11_mean=595.9578581529872, B11_stdDev=880.3554084980804, B12_mean=479.46270644879826, B12_stdDev=639.4337449023351}","{B2_p2=107.47182895731282, B2_p98=3294.8860985679453, B3_p2=99.63846872319225, B3_p98=3167.9409538228615, B4_p2=50.19532534156714, B4_p98=2991.4806056690713, B5_p2=22.38682359328453, B5_p98=3246.8918102450575, B6_p2=20.07031268877758, B6_p98=3471.258544556656, B7_p2=22.140580453505248, B7_p98=3663.568504098244, B8_p2=20.789979402428983, B8_p98=3631.2541720154045, B8A_p2=21.733645158999863, B8A_p98=3791.1837266942885, B11_p2=52.276446257537145, B11_p98=3231.6693375732525, B12_p2=101.00636961043892, B12_p98=2462.960580245779}",
20181012T112109_20181012T112327_T30UVU,201810285,"{B2_mean=2324.489490220082, B2_stdDev=2310.7897858671845, B3_mean=2332.504129439673, B3_stdDev=2116.3517515791355, B4_mean=2204.6176079398415, B4_stdDev=2035.7181103914268, B5_mean=2608.022418546641, B5_stdDev=2066.15912567767, B6_mean=3196.980571292147, B6_stdDev=1812.8344009467096, B7_mean=3448.238610888814, B7_stdDev=1753.9067917667296, B8_mean=3448.5929610005346, B8_stdDev=1708.9377760876025, B8A_mean=3594.1979694168185, B8A_stdDev=1686.953815547554, B11_mean=2759.7182500940426, B11_stdDev=1302.8514411262672, B12_mean=2120.164744946235, B12_stdDev=1138.305983080672}","{B2_p2=211.2943003791178, B2_p98=8766.530750605327, B3_p2=332.6569909520551, B3_p98=8253.996732026144, B4_p2=225.75177976910365, B4_p98=7838.886775362319, B5_p2=287.45856273939137, B5_p98=8286.830476190476, B6_p2=283.64375872160326, B6_p98=7966.6926040061635, B7_p2=283.54501335003596, B7_p98=7967.19022556391, B8_p2=222.16240975763893, B8_p98=7774.479511143062, B8A_p2=221.26572007936093, B8A_p98=7774.8951201748, B11_p2=220.0389251096196, B11_p98=5854.6888400219905, B12_p2=155.97066509814502, B12_p98=4766.4331946370785}",
