system:index,doa,mean_std,stats_percentile,.geo
20181111T112309_20181111T112308_T30TVT,201811315,"{B2_mean=389.07088267618764, B2_stdDev=754.0668023091366, B3_mean=354.27078518323833, B3_stdDev=755.0690017092389, B4_mean=215.7601446086817, B4_stdDev=727.3384930061007, B5_mean=255.34727706247446, B5_stdDev=798.5772594248878, B6_mean=335.8185642868494, B6_stdDev=941.2547594409137, B7_mean=373.1287399243084, B7_stdDev=994.0417609281019, B8_mean=388.60601451316757, B8_stdDev=1046.3046111674803, B8A_mean=396.3017512042694, B8A_stdDev=1047.4485172993259, B11_mean=291.47172818057976, B11_stdDev=698.2725820392709, B12_mean=207.37609434107137, B12_stdDev=469.84180259534384}","{B2_p2=66.14253269787004, B2_p98=1468.4409411847305, B3_p2=82.92716095036143, B3_p98=1597.958666925492, B4_p2=28.922105845255743, B4_p98=1439.0615036565475, B5_p2=23.213718957685685, B5_p98=1694.5964655125615, B6_p2=18.668255152500443, B6_p98=2783.489077043689, B7_p2=22.985665250209458, B7_p98=3102.640573549239, B8_p2=17.373171999978933, B8_p98=3295.9278161680527, B8A_p2=18.8046608450718, B8A_p98=3358.5161413313645, B11_p2=35.10713682346476, B11_p98=2334.122963518772, B12_p2=41.30556081337964, B12_p98=1566.4545000920464}",
20181111T112309_20181111T112308_T30UUU,201811315,"{B2_mean=533.0054998763565, B2_stdDev=991.398173146125, B3_mean=475.0910558344797, B3_stdDev=985.5639524637389, B4_mean=329.7491052844669, B4_stdDev=978.7795174869187, B5_mean=401.33724185209996, B5_stdDev=1081.1478598269937, B6_mean=553.9906623782424, B6_stdDev=1294.1698438462408, B7_mean=613.217754556236, B7_stdDev=1369.0884678625, B8_mean=640.5343756982426, B8_stdDev=1442.3824530393838, B8A_mean=641.6017563442576, B8A_stdDev=1421.6338531340882, B11_mean=456.08772945824074, B11_stdDev=983.1312754962834, B12_mean=323.7476418276614, B12_stdDev=730.8020445284324}","{B2_p2=218.66153867249446, B2_p98=3389.845897798901, B3_p2=106.00578336428546, B3_p98=3260.306654433591, B4_p2=52.46340708017044, B4_p98=2975.5584415584417, B5_p2=49.517967648686394, B5_p98=3294.3933236334765, B6_p2=35.89350742769557, B6_p98=4191.606129192401, B7_p2=42.205020962976945, B7_p98=4639.44107881038, B8_p2=35.3464757601743, B8_p98=4831.128084456257, B8A_p2=35.142950877642484, B8A_p98=4767.063672226749, B11_p2=51.11409387635848, B11_p98=2973.7384314838796, B12_p2=52.27442942961512, B12_p98=2270.600198138875}",
20181111T112309_20181111T112308_T30UUV,201811315,"{B2_mean=80.9759543747493, B2_stdDev=532.3191092834409, B3_mean=48.2445696297857, B3_stdDev=513.9059170802495, B4_mean=42.644634843066484, B4_stdDev=497.865410669953, B5_mean=44.59581147389404, B5_stdDev=519.2122130130866, B6_mean=43.436030150391616, B6_stdDev=500.5653876397986, B7_mean=43.142501632007644, B7_stdDev=489.7072139572736, B8_mean=44.4914537234502, B8_stdDev=505.3594257455905, B8A_mean=42.561141973038445, B8A_stdDev=478.7099575740065, B11_mean=62.09119193444012, B11_stdDev=384.38523813098357, B12_mean=76.91406944735677, B12_stdDev=323.5303145564656}","{B2_p2=33.58788975837669, B2_p98=171.62022154404946, B3_p2=2.897513944502333, B3_p98=315.16248835587976, B4_p2=1.6267990114004314, B4_p98=1.6267990114004314, B5_p2=1.420363719357513, B5_p98=1.420363719357513, B6_p2=1.3834714051186652, B6_p98=1.3834714051186652, B7_p2=1.2040862614897383, B7_p98=92.13767344809598, B8_p2=1.5353474846499862, B8_p98=1.5353474846499862, B8A_p2=1.2099843615619557, B8A_p98=92.76600737156635, B11_p2=23.961065156653877, B11_p98=221.10420337735567, B12_p2=41.830470316006014, B12_p98=285.8185321875271}",
20181111T112309_20181111T112308_T30UVU,201811315,"{B2_mean=1174.2729195919221, B2_stdDev=2205.4494428176736, B3_mean=1302.5469222096806, B3_stdDev=2120.3740998169014, B4_mean=1215.0422371206232, B4_stdDev=2094.182161943986, B5_mean=1613.005153183686, B5_stdDev=2151.6675781766926, B6_mean=2349.948694055627, B6_stdDev=2133.4648243287247, B7_mean=2585.3519986701813, B7_stdDev=2124.160983186074, B8_mean=2749.7942583018075, B8_stdDev=2197.5352541354987, B8A_mean=2779.155879276074, B8A_stdDev=2114.524253631374, B11_mean=1796.129514140654, B11_stdDev=1532.4328295264174, B12_mean=1209.4796737786094, B12_stdDev=1244.41302546209}","{B2_p2=82.05366587649542, B2_p98=9153.65352112676, B3_p2=79.6675798040604, B3_p98=9022.647482014389, B4_p2=33.64347676628634, B4_p98=8864.846805314015, B5_p2=94.52564808491226, B5_p98=9440.459701223495, B6_p2=30.858857531709468, B6_p98=9504.149606299212, B7_p2=34.3843693132755, B7_p98=9377.503579952267, B8_p2=30.760902025472287, B8_p98=9758.552447155087, B8A_p2=31.31202821182646, B8A_p98=9374.751260899879, B11_p2=40.815262724177565, B11_p98=6942.957276485755, B12_p2=43.16849248329729, B12_p98=5470.209138269865}",
20181111T112309_20181111T112308_T30UVV,201811315,"{B2_mean=848.3612948828433, B2_stdDev=2175.8721424623836, B3_mean=743.5173837197802, B3_stdDev=2050.19173621195, B4_mean=574.3117949795383, B4_stdDev=1968.8168488184606, B5_mean=610.9123450087525, B5_stdDev=2047.385288804219, B6_mean=652.3062374436583, B6_stdDev=1998.9729833318934, B7_mean=669.4583510859907, B7_stdDev=1951.1857634657479, B8_mean=696.6679508756338, B8_stdDev=2031.9676532432582, B8A_mean=667.1081186870431, B8A_stdDev=1897.3531950083498, B11_mean=388.0947385895444, B11_stdDev=916.2939377500497, B12_mean=342.8974982184532, B12_stdDev=812.8275349395625}","{B2_p2=44.290715623915155, B2_p98=10433.826986430948, B3_p2=39.55796717993042, B3_p98=9663.110887096775, B4_p2=41.61488924630902, B4_p98=9055.399336481147, B5_p2=36.04200933071471, B5_p98=9502.265682656827, B6_p2=27.64786682019466, B6_p98=8927.509477786238, B7_p2=31.91278784070252, B7_p98=8542.720745932938, B8_p2=31.607648963966504, B8_p98=8990.781811508632, B8A_p2=31.85436933439221, B8A_p98=8093.431818181818, B11_p2=42.69293047349383, B11_p98=3039.823523688645, B12_p2=45.516941845028235, B12_p98=3231.6356644666985}",
20181113T111311_20181113T111438_T30TUT,201811317,"{B2_mean=416.0285672394269, B2_stdDev=374.3876329120476, B3_mean=360.0973961798108, B3_stdDev=361.64033237228983, B4_mean=265.9241921684357, B4_stdDev=327.18411356492953, B5_mean=279.08117016674186, B5_stdDev=367.97369872273777, B6_mean=267.3533777157352, B6_stdDev=433.4914195429408, B7_mean=262.81156511094173, B7_stdDev=454.4814272001855, B8_mean=275.6687604386732, B8_stdDev=482.56713928956134, B8A_mean=262.9114940421525, B8A_stdDev=478.3469323212538, B11_mean=231.67234990767366, B11_stdDev=363.4278399857874, B12_mean=223.7377831980248, B12_stdDev=292.6182510532148}","{B2_p2=105.21388289731998, B2_p98=1503.3898018510235, B3_p2=49.20926798198153, B3_p98=1374.0406181188437, B4_p2=12.810380545427071, B4_p98=1199.19631073664, B5_p2=17.814772169882474, B5_p98=1439.54229931473, B6_p2=16.44814521133613, B6_p98=1695.7879839645068, B7_p2=6.60336650414937, B7_p98=1711.2838283828382, B8_p2=17.157103561291752, B8_p98=1823.16572005639, B8A_p2=7.419845769179809, B8A_p98=1711.0528634361233, B11_p2=22.80136474705843, B11_p98=1390.8957460707836, B12_p2=26.172106777636234, B12_p98=1135.5220542923096}",
20181113T111311_20181113T111438_T30TVT,201811317,"{B2_mean=595.8469610325833, B2_stdDev=570.036236117892, B3_mean=589.5575223805962, B3_stdDev=576.0650405364311, B4_mean=450.5758733227466, B4_stdDev=530.5992405633646, B5_mean=509.9144559150058, B5_stdDev=628.6824099966353, B6_mean=588.5518648819893, B6_stdDev=853.9240770532498, B7_mean=612.5221051616131, B7_stdDev=927.9903989163527, B8_mean=660.3625725505684, B8_stdDev=995.3894301044168, B8A_mean=645.3775191741769, B8A_stdDev=1001.871662843932, B11_mean=500.5739704025266, B11_stdDev=701.7273000449812, B12_mean=410.83129523819446, B12_stdDev=492.33478943561795}","{B2_p2=88.3216022392955, B2_p98=1980.4158305654805, B3_p2=67.13164323419262, B3_p98=1979.111079032174, B4_p2=44.59502586753715, B4_p98=1852.2398020738867, B5_p2=14.094715984366134, B5_p98=2206.8161002684224, B6_p2=13.702384380187803, B6_p98=3167.234657799752, B7_p2=14.048462897683043, B7_p98=3486.71736016711, B8_p2=14.724144601820296, B8_p98=3742.8892802880005, B8A_p2=15.660083279020194, B8A_p98=3742.358885588536, B11_p2=31.74514167632255, B11_p98=2591.1816137065694, B12_p2=38.963374948937876, B12_p98=1823.405720901066}",
20181113T111311_20181113T111438_T30UUU,201811317,"{B2_mean=862.3294266123144, B2_stdDev=1288.2947136161536, B3_mean=1054.062238106393, B3_stdDev=1254.0177060232936, B4_mean=915.9291656903135, B4_stdDev=1253.9733125765035, B5_mean=1288.1577818269616, B5_stdDev=1368.4048830649178, B6_mean=1986.5570849726291, B6_stdDev=1710.8338484074611, B7_mean=2181.9396332414995, B7_stdDev=1807.5171058733533, B8_mean=2326.4304553702295, B8_stdDev=1889.8645932538338, B8A_mean=2367.7993317770824, B8A_stdDev=1871.3709047774673, B11_mean=1654.1796249466427, B11_stdDev=1286.3625950903656, B12_mean=1100.0942446331878, B12_stdDev=954.8509052462429}","{B2_p2=209.16775898658568, B2_p98=5182.311348842939, B3_p2=323.99526060520105, B3_p98=5183.386865758896, B4_p2=101.25068614788505, B4_p98=4925.0138623189105, B5_p2=93.5271892735207, B5_p98=5438.973410602556, B6_p2=81.80882457512622, B6_p98=6204.2880706596325, B7_p2=43.66105077508587, B7_p98=6494.951752111988, B8_p2=99.21892151061964, B8_p98=6688.050529737393, B8A_p2=99.44383854065593, B8A_p98=6622.660512792022, B11_p2=104.08406674646201, B11_p98=4895.30636055702, B12_p2=107.3336088253261, B12_p98=3934.909854435357}",
20181113T111311_20181113T111438_T30UVU,201811317,"{B2_mean=1844.0326776796153, B2_stdDev=2234.9456485032238, B3_mean=1957.6591240211985, B3_stdDev=2146.4684406251126, B4_mean=1839.1556612758386, B4_stdDev=2115.3867891468285, B5_mean=2249.862435342287, B5_stdDev=2193.5709539252284, B6_mean=2888.7623319252116, B6_stdDev=2150.7908790177194, B7_mean=3051.71912461608, B7_stdDev=2118.5216583377637, B8_mean=3260.660336185108, B8_stdDev=2217.1210551294125, B8A_mean=3228.7430527608863, B8A_stdDev=2109.225886768004, B11_mean=2149.990837008521, B11_stdDev=1502.2575899567687, B12_mean=1574.1739171079214, B12_stdDev=1225.6236670432434}","{B2_p2=197.80880879398924, B2_p98=9406.939873417721, B3_p2=202.06553791538224, B3_p98=9278.713541666666, B4_p2=159.19306074338553, B4_p98=9119.516736401674, B5_p2=158.1718075127932, B5_p98=9694.993657505285, B6_p2=156.88827680765218, B6_p98=9759.71511627907, B7_p2=157.42298920257264, B7_p98=9567.405303030304, B8_p2=157.22067260915836, B8_p98=10079.235408560311, B8A_p2=158.3437162739286, B8A_p98=9567.369828815978, B11_p2=93.91835868165467, B11_p98=6880.139984122784, B12_p2=96.44608512582153, B12_p98=5406.401408450704}",
20181113T111311_20181113T111438_T30UVV,201811317,"{B2_mean=917.1383578136055, B2_stdDev=1380.1171874934487, B3_mean=870.4911319740008, B3_stdDev=1335.9198967892835, B4_mean=708.4184469100056, B4_stdDev=1319.9146960153305, B5_mean=765.7191684336102, B5_stdDev=1392.9882682287544, B6_mean=802.0237915159083, B6_stdDev=1408.8780293394225, B7_mean=804.0364887581874, B7_stdDev=1397.6841979269573, B8_mean=847.1701675342583, B8_stdDev=1449.4182973212546, B8A_mean=815.2173431245043, B8A_stdDev=1389.8086728329001, B11_mean=634.8072506375673, B11_stdDev=1025.8329318257697, B12_mean=573.6525428075801, B12_stdDev=877.971066050669}","{B2_p2=52.86791250527296, B2_p98=5438.683237411201, B3_p2=205.7793617809001, B3_p98=5185.562100736136, B4_p2=69.51201268094263, B4_p98=5055.008883108983, B5_p2=56.73993535246827, B5_p98=5185.722751159196, B6_p2=22.448993413563095, B6_p98=5022.555066824565, B7_p2=23.743828933157225, B7_p98=4958.597878313448, B8_p2=27.234845573692496, B8_p98=5087.765525278873, B8A_p2=28.298467027779118, B8A_p98=4895.403371758599, B11_p2=45.65943443056178, B11_p98=3999.667619757437, B12_p2=49.35897776468875, B12_p98=3615.8377410696708}",
20181116T112331_20181116T112437_T30UVU,201811320,"{B2_mean=4098.600620250065, B2_stdDev=3296.9970035853216, B3_mean=3877.1613612701476, B3_stdDev=2979.5554891504426, B4_mean=3669.1743636322017, B4_stdDev=2882.905052918609, B5_mean=3992.343709574963, B5_stdDev=2835.7511851216373, B6_mean=4270.67444810198, B6_stdDev=2431.4259876786973, B7_mean=4339.939977414623, B7_stdDev=2310.690446596332, B8_mean=4377.172040046441, B8_stdDev=2259.8661344665693, B8A_mean=4417.414703396845, B8A_stdDev=2203.801646983652, B11_mean=3616.443225153763, B11_stdDev=2011.6422027005294, B12_mean=2931.986637584222, B12_stdDev=1893.1334016016679}","{B2_p2=207.66508149945886, B2_p98=10430.47690921689, B3_p2=331.9967428182144, B3_p98=9789.42169122352, B4_p2=204.67512919578718, B4_p98=9535.4186784696, B5_p2=353.8096280087527, B5_p98=9887.54226297678, B6_p2=417.4498869193745, B6_p98=9504.047185701203, B7_p2=479.76307559369803, B7_p98=9375.897990869045, B8_p2=481.5273310291646, B8_p98=9311.277400959087, B8A_p2=478.9263214159894, B8A_p98=9247.366404715127, B11_p2=355.1073752711497, B11_p98=8095.6564417177915, B12_p2=226.46904408122833, B12_p98=7135.206081081081}",
20181118T111339_20181118T111346_T30TUT,201811322,"{B2_mean=249.775406511316, B2_stdDev=151.6604226182962, B3_mean=141.06819751236185, B3_stdDev=172.85920973219876, B4_mean=64.10245950981383, B4_stdDev=149.16174927192037, B5_mean=61.83351784070756, B5_stdDev=190.46261161752537, B6_mean=62.37857556281539, B6_stdDev=297.580198530563, B7_mean=68.54477946422277, B7_stdDev=337.10962462681215, B8_mean=71.80736916716671, B8_stdDev=373.03056789815645, B8A_mean=66.48817918589101, B8A_stdDev=373.696381912133, B11_mean=56.43161717042615, B11_stdDev=291.695332933348, B12_mean=46.822738586028166, B12_stdDev=189.92664192233482}","{B2_p2=173.6983102002375, B2_p98=605.9214731717643, B3_p2=54.47873037854703, B3_p98=671.113133940182, B4_p2=21.292488685295755, B4_p98=398.3501314636284, B5_p2=18.139193045095, B5_p98=398.43705003385173, B6_p2=13.173323154398108, B6_p98=302.36814842566497, B7_p2=13.994862042884884, B7_p98=301.9565647394533, B8_p2=13.488962991715944, B8_p98=302.6437007874016, B8A_p2=10.38772506215271, B8A_p98=270.6427000847908, B11_p2=16.172159653061556, B11_p98=75.06458096973448, B12_p2=19.70264009382199, B12_p98=37.036804681741934}",
20181118T111339_20181118T111346_T30TVT,201811322,"{B2_mean=420.37841377889356, B2_stdDev=203.11747102570854, B3_mean=347.7840110715808, B3_stdDev=263.1918224649632, B4_mean=194.83674437422633, B4_stdDev=230.8540159947556, B5_mean=224.823495426569, B5_stdDev=349.50709315281193, B6_mean=307.4899256644616, B6_stdDev=666.7365389882959, B7_mean=345.24338287577893, B7_stdDev=771.6761250727789, B8_mean=374.7947055898748, B8_stdDev=864.1618037439905, B8A_mean=367.4698035442372, B8A_stdDev=870.6875305965699, B11_mean=272.4133593628279, B11_stdDev=663.3733087344698, B12_mean=177.49868897017407, B12_stdDev=426.0787153516289}","{B2_p2=243.85487110312837, B2_p98=781.7145783318784, B3_p2=119.40809937312602, B3_p98=878.4378960479655, B4_p2=57.43307883952627, B4_p98=847.3164064559955, B5_p2=55.31151233473313, B5_p98=1262.7234917796554, B6_p2=50.40196656983314, B6_p98=2479.52828307999, B7_p2=27.11766984490608, B7_p98=2863.3839781587617, B8_p2=27.06760930280196, B8_p98=3183.274566395401, B8A_p2=25.13041288230817, B8A_p98=3183.901267958428, B11_p2=26.379207053576625, B11_p98=2462.9205209192455, B12_p2=21.099497747670508, B12_p98=1615.3871397483467}",
20181118T111339_20181118T111346_T30UUU,201811322,"{B2_mean=476.74941161627584, B2_stdDev=373.32892416136866, B3_mean=586.5926637528497, B3_stdDev=398.1227749250909, B4_mean=478.1123242680824, B4_stdDev=436.5647178506058, B5_mean=780.7036579086337, B5_stdDev=572.1986138385492, B6_mean=1468.4362966502954, B6_stdDev=1185.5132065542423, B7_mean=1695.7035572485267, B7_stdDev=1369.7961702467458, B8_mean=1888.3039756513854, B8_stdDev=1522.6839077554896, B8A_mean=1883.3516177479194, B8A_stdDev=1490.4313720798816, B11_mean=1350.3700806895574, B11_stdDev=1014.313283832493, B12_mean=838.2818337402839, B12_stdDev=691.8208773756378}","{B2_p2=229.086702094915, B2_p98=1053.1052631578948, B3_p2=226.03204425706426, B3_p98=1246.0036601914753, B4_p2=102.39815816275463, B4_p98=1502.4752489306447, B5_p2=49.68352931569277, B5_p98=1757.5492544896977, B6_p2=42.63167403966826, B6_p98=3998.8069887687643, B7_p2=45.10446256704632, B7_p98=4638.54375384008, B8_p2=47.3275516956862, B8_p98=5086.770565815809, B8A_p2=38.996918984543925, B8A_p98=4894.863621777079, B11_p2=11.617192309091697, B11_p98=3038.8634066048417, B12_p2=13.352937344682921, B12_p98=2399.8760246453403}",
20181118T111339_20181118T111346_T30UVU,201811322,"{B2_mean=395.45854354361217, B2_stdDev=148.48392026951785, B3_mean=563.7309053025843, B3_stdDev=170.2343056603274, B4_mean=520.0502173593346, B4_stdDev=238.48937663959467, B5_mean=927.2154580057978, B5_stdDev=301.12462572540574, B6_mean=1851.0344079698882, B6_stdDev=839.1008960611445, B7_mean=2151.875166220259, B7_stdDev=982.7419369377911, B8_mean=2434.86547222299, B8_stdDev=1068.0194532534508, B8A_mean=2420.1191456667716, B8A_stdDev=1035.7781340288057, B11_mean=1685.9071769102723, B11_stdDev=601.437336098989, B12_mean=1024.8038078652644, B12_stdDev=448.4072072940715}","{B2_p2=209.56032386701904, B2_p98=750.1712406215514, B3_p2=272.9073600263927, B3_p98=942.9437035947554, B4_p2=162.39780696096793, B4_p98=1117.6565839053078, B5_p2=96.02319781183286, B5_p98=1436.7048713167048, B6_p2=49.819366159522716, B6_p98=3743.012129339063, B7_p2=50.17189193276841, B7_p98=4382.50502095151, B8_p2=88.36544557811158, B8_p98=4767.1775567823925, B8A_p2=46.327787758580925, B8A_p98=4638.618845314308, B11_p2=17.93760129057565, B11_p98=2717.9583588802425, B12_p2=17.659001689036316, B12_p98=2078.4832418446554}",
20181118T111339_20181118T111346_T30UVV,201811322,"{B2_mean=306.01221393151803, B2_stdDev=164.26371722478524, B3_mean=214.07497883343862, B3_stdDev=202.37882779227263, B4_mean=93.2660801134163, B4_stdDev=217.784502989118, B5_mean=125.20373807353126, B5_stdDev=331.56261799252843, B6_mean=237.54380165994073, B6_stdDev=685.2201886306833, B7_mean=275.39528054076425, B7_stdDev=798.6601210842653, B8_mean=312.2797228432866, B8_stdDev=885.4997616151978, B8A_mean=303.72805768309274, B8A_stdDev=869.9149077857586, B11_mean=211.73060161145256, B11_stdDev=578.331841380641, B12_mean=145.3971255470707, B12_stdDev=381.7601196851178}","{B2_p2=167.98293807839187, B2_p98=540.3211414301137, B3_p2=102.74422574161076, B3_p98=668.5794576417035, B4_p2=23.83459481421045, B4_p98=734.7797710707705, B5_p2=9.951965255058676, B5_p98=1117.814217494798, B6_p2=5.263886954411396, B6_p98=2719.0773771407694, B7_p2=5.761310082177867, B7_p98=3166.7570998707483, B8_p2=10.717590850794611, B8_p98=3487.5162113626325, B8A_p2=7.041892960416126, B8A_p98=3423.036456331947, B11_p2=10.69651122952262, B11_p98=2142.361906982417, B12_p2=18.77427628784784, B12_p98=1438.6084223704188}",
20181119T113341_20181119T113434_T29UQP,201811323,"{B2_mean=1954.643278292785, B2_stdDev=2734.567767393715, B3_mean=1768.825364252256, B3_stdDev=2485.3614050309766, B4_mean=1627.9659722290094, B4_stdDev=2308.7350008971002, B5_mean=1615.4530422398539, B5_stdDev=2310.7221828504044, B6_mean=1542.3595072348264, B6_stdDev=2212.8788324403577, B7_mean=1498.5475727751318, B7_stdDev=2140.782130725391, B8_mean=1618.74986367374, B8_stdDev=2303.0785566656173, B8A_mean=1457.495348754097, B8A_stdDev=2061.40790138347, B11_mean=888.2380917956295, B11_stdDev=1172.9047594030799, B12_mean=899.4257992987974, B12_stdDev=1190.7682554454816}","{B2_p2=25.64615907493496, B2_p98=10558.511295180722, B3_p2=27.7003460753979, B3_p98=9535.863916813372, B4_p2=25.601440208332882, B4_p98=8896.159383074168, B5_p2=21.099634603548377, B5_p98=8892.950841055992, B6_p2=9.695316659578125, B6_p98=8543.1712, B7_p2=10.538883144126084, B7_p98=8287.148773006134, B8_p2=13.664581491332846, B8_p98=8927.862973668329, B8A_p2=13.74087017391376, B8A_p98=7967.35756588427, B11_p2=23.399553564139723, B11_p98=4126.658653521092, B12_p2=30.914658911673655, B12_p98=4318.909703088746}",
20181119T113341_20181119T113434_T30UUU,201811323,"{B2_mean=2297.0058305815464, B2_stdDev=2923.090829434137, B3_mean=2085.835853242134, B3_stdDev=2652.6792340691795, B4_mean=1913.4403228936314, B4_stdDev=2457.2501539823693, B5_mean=1915.5937063869944, B5_stdDev=2460.278206272793, B6_mean=1822.6692329724885, B6_stdDev=2347.3751357703486, B7_mean=1764.5639696474425, B7_stdDev=2263.1637574471442, B8_mean=1906.2796608413375, B8_stdDev=2452.7335128922364, B8A_mean=1712.3428134338362, B8A_stdDev=2190.4757165859455, B11_mean=1021.0412322779363, B11_stdDev=1157.6855152918783, B12_mean=1050.4994294035507, B12_stdDev=1216.1284040252299}","{B2_p2=22.388689380821415, B2_p98=10815.333108563722, B3_p2=26.17580963149799, B3_p98=9917.009760704474, B4_p2=27.34716926240618, B4_p98=9151.740353731282, B5_p2=13.33003203310993, B5_p98=9246.39639530297, B6_p2=13.074185251585618, B6_p98=8799.32459425718, B7_p2=14.165134267601973, B7_p98=8479.352196967202, B8_p2=15.037545468261259, B8_p98=9247.608035750642, B8A_p2=15.2952030499541, B8A_p98=8223.787158145065, B11_p2=27.301209238948942, B11_p98=4062.842019061381, B12_p2=34.99716816643155, B12_p98=4383.075057736721}",
20181121T112349_20181121T112352_T29UQP,201811325,"{B2_mean=2429.252881359558, B2_stdDev=3719.783385505407, B3_mean=2171.132209620028, B3_stdDev=3562.1417833838564, B4_mean=2049.472609792546, B4_stdDev=3496.16016728467, B5_mean=2035.3433857182845, B5_stdDev=3493.6607798618534, B6_mean=1973.2852774485534, B6_stdDev=3403.5977334847453, B7_mean=1953.2999830123263, B7_stdDev=3351.4404373614966, B8_mean=2054.5756030761513, B8_stdDev=3525.5229982887695, B8A_mean=1904.0160418832718, B8A_stdDev=3273.9841689971427, B11_mean=1130.0341918683912, B11_stdDev=1866.2913805974113, B12_mean=1052.7164470722653, B12_stdDev=1621.5716349336728}","{B2_p2=72.1302922645487, B2_p98=14782.620553359684, B3_p2=59.317471306230516, B3_p98=14014.596265171811, B4_p2=21.7942206501839, B4_p98=13759.447031171303, B5_p2=15.961159523622877, B5_p98=13757.869232112233, B6_p2=6.2509468250726155, B6_p98=13343.2823026003, B7_p2=7.356434156102787, B7_p98=13087.759291235365, B8_p2=6.128785444556469, B8_p98=13982.359196748643, B8A_p2=5.658885660602907, B8A_p98=12765.90805128697, B11_p2=9.29546079762918, B11_p98=7007.442579619041, B12_p2=15.287284368957174, B12_p98=5983.382038829557}",
20181121T112349_20181121T112352_T30TUT,201811325,"{B2_mean=2700.7349525025606, B2_stdDev=3331.770034445242, B3_mean=2444.9190898947377, B3_stdDev=3140.451498894397, B4_mean=2335.2491155866046, B4_stdDev=3063.2448908217343, B5_mean=2350.9912716036806, B5_stdDev=3090.608824480645, B6_mean=2277.311186840466, B6_stdDev=2995.7736220568736, B7_mean=2239.5452671491557, B7_stdDev=2935.7204560210366, B8_mean=2358.852463587898, B8_stdDev=3084.236572798071, B8A_mean=2172.685311451177, B8A_stdDev=2844.9557866610544, B11_mean=1512.9363085966522, B11_stdDev=1869.447433155832, B12_mean=1342.4387296972584, B12_stdDev=1602.317649179793}","{B2_p2=64.06072278952935, B2_p98=12093.547479751112, B3_p2=28.66895681651717, B3_p98=11326.96644295302, B4_p2=14.62411292000625, B4_p98=11199.50377123402, B5_p2=11.01679485893618, B5_p98=11199.13729539734, B6_p2=10.280459243602053, B6_p98=10943.353362056072, B7_p2=4.944072991313067, B7_p98=10655.299191944085, B8_p2=5.158045859477678, B8_p98=11295.004394270709, B8A_p2=5.1896509430438496, B8A_p98=10335.622897943165, B11_p2=8.737344110869008, B11_p98=6430.181560283688, B12_p2=14.082020105617888, B12_p98=5534.804964539007}",
20181121T112349_20181121T112352_T30TVT,201811325,"{B2_mean=3778.689631871001, B2_stdDev=3875.208956820863, B3_mean=3555.718945946834, B3_stdDev=3744.395943149543, B4_mean=3423.3320135074973, B4_stdDev=3748.520499595791, B5_mean=3464.5810330544095, B5_stdDev=3763.640462413094, B6_mean=3415.7946504709844, B6_stdDev=3647.4002438609286, B7_mean=3385.6351036918595, B7_stdDev=3579.646696129261, B8_mean=3576.142295907003, B8_stdDev=3772.6069561126196, B8A_mean=3328.9255584481766, B8A_stdDev=3505.2233586656052, B11_mean=1841.737754972517, B11_stdDev=1924.7495092857132, B12_mean=1677.4564181990306, B12_stdDev=1695.9526984111633}","{B2_p2=55.920195053769454, B2_p98=13886.292808260963, B3_p2=45.666480703685075, B3_p98=13501.392048175823, B4_p2=36.64880697994677, B4_p98=13504.305868144087, B5_p2=13.686469220617003, B5_p98=13665.194507975495, B6_p2=9.74534561836266, B6_p98=13279.853477227274, B7_p2=10.633062219577676, B7_p98=13023.550606912093, B8_p2=9.354140699985201, B8_p98=13920.869658119658, B8A_p2=8.554498197221728, B8A_p98=12766.697674418605, B11_p2=11.394793624223098, B11_p98=6942.975794251135, B12_p2=16.933474421541902, B12_p98=6111.30584092792}",
20181121T112349_20181121T112352_T30UUU,201811325,"{B2_mean=2194.170584339614, B2_stdDev=3523.503165409224, B3_mean=2013.0190647665922, B3_stdDev=3347.529750269344, B4_mean=1879.7306336103363, B4_stdDev=3311.1204098889325, B5_mean=1976.003513577312, B5_stdDev=3375.7518138650735, B6_mean=2044.9354719534563, B6_stdDev=3256.312563269832, B7_mean=2057.694680836636, B7_stdDev=3184.870314962347, B8_mean=2171.8767813699183, B8_stdDev=3350.485237771837, B8A_mean=2043.3685446973882, B8A_stdDev=3116.091219158931, B11_mean=1157.3437344288377, B11_stdDev=1702.8493370520134, B12_mean=1032.136396919251, B12_stdDev=1546.0628348284743}","{B2_p2=78.32798030941726, B2_p98=14144.139317527615, B3_p2=75.33211384404395, B3_p98=13503.738705738706, B4_p2=39.78962421826328, B4_p98=13215.241706161138, B5_p2=34.44804728275192, B5_p98=13727.347394540942, B6_p2=24.459114193359905, B6_p98=13153.009756097561, B7_p2=27.63874844529509, B7_p98=12702.602409638554, B8_p2=21.894001283936618, B8_p98=13599.654017857143, B8A_p2=18.860267374621717, B8A_p98=12383.289795918367, B11_p2=16.87433698007476, B11_p98=6495.566621219633, B12_p2=20.700327807709424, B12_p98=5855.824409264173}",
