system:index,doa,mean_std,stats_percentile,.geo
S1A_IW_GRDH_1SDV_20190803T062421_20190803T062446_028401_033597_00AC,201908215,"{VV_mean=-22.105326351992783, VV_stdDev=8.995931698697293, VH_mean=-28.57404001942635, VH_stdDev=8.111010182949046}","{VV_p2=-36.23852748573304, VV_p98=-7.272641616809022, VH_p2=-39.23579031015796, VH_p98=-14.269478545571431}",
S1B_IW_GRDH_1SDV_20190809T062326_20190809T062351_017505_020EB7_1F09,201908221,"{VV_mean=-13.401157489115194, VV_stdDev=5.2442519543884245, VH_mean=-22.441124978872477, VH_stdDev=8.548462780495608}","{VV_p2=-21.720726546291903, VV_p98=-5.769979261912265, VH_p2=-36.73464137596268, VH_p98=-12.777574014733252}",
S1A_IW_GRDH_1SDV_20190815T062357_20190815T062422_028576_033B61_CC12,201908227,"{VV_mean=-12.076647149726902, VV_stdDev=3.0514386414340526, VH_mean=-25.675714965694016, VH_stdDev=7.1306463436345355}","{VV_p2=-18.73967575635819, VV_p98=-6.774237546215325, VH_p2=-35.23461983045784, VH_p98=-13.77269469708711}",
S1A_IW_GRDH_1SDV_20190815T062422_20190815T062447_028576_033B61_46F9,201908227,"{VV_mean=-13.873632817306298, VV_stdDev=3.677287423883414, VH_mean=-26.949294565833146, VH_stdDev=7.66826011677398}","{VV_p2=-20.73543175103206, VV_p98=-6.771067143052415, VH_p2=-36.736087232918614, VH_p98=-13.771935451496939}",
S1B_IW_GRDH_1SDV_20190821T062326_20190821T062351_017680_02142E_1910,201908233,"{VV_mean=-15.8120877355893, VV_stdDev=8.026685927538399, VH_mean=-24.303556092239774, VH_stdDev=8.814243162845687}","{VV_p2=-36.25076348008003, VV_p98=-6.274079168509292, VH_p2=-39.73889631831329, VH_p98=-14.277041633209231}",
S1A_IW_GRDH_1SDV_20190827T062357_20190827T062422_028751_034175_DA01,201908239,"{VV_mean=-17.59675170085437, VV_stdDev=6.805152792505609, VH_mean=-27.413683147532677, VH_stdDev=8.336377245718067}","{VV_p2=-31.244151653308098, VV_p98=-6.771250980617019, VH_p2=-39.23502025427236, VH_p98=-13.770840777217241}",
S1A_IW_GRDH_1SDV_20190827T062422_20190827T062447_028751_034175_84AA,201908239,"{VV_mean=-17.841225007804727, VV_stdDev=5.848877252905897, VH_mean=-28.004372652198967, VH_stdDev=7.93334319873489}","{VV_p2=-27.742204864529263, VV_p98=-7.270872721746111, VH_p2=-38.235983350886556, VH_p98=-14.266992397745472}",
S1B_IW_GRDH_1SDV_20190902T062327_20190902T062352_017855_02199C_8E89,201909245,"{VV_mean=-16.413242217335036, VV_stdDev=7.663794863846295, VH_mean=-24.905058738090815, VH_stdDev=8.530048268548992}","{VV_p2=-34.24597568385428, VV_p98=-6.7710550424231055, VH_p2=-39.736878805192546, VH_p98=-14.275126207030567}",
S1A_IW_GRDH_1SDV_20190908T062358_20190908T062423_028926_03478B_D8B4,201909251,"{VV_mean=-18.11015068069956, VV_stdDev=6.9279395838804785, VH_mean=-27.976527132839546, VH_stdDev=8.079031871206801}","{VV_p2=-32.74525387775587, VV_p98=-7.273212756214902, VH_p2=-39.237661932183634, VH_p98=-14.769563655651847}",
S1A_IW_GRDH_1SDV_20190908T062423_20190908T062448_028926_03478B_D008,201909251,"{VV_mean=-18.068798853039052, VV_stdDev=6.097629129147346, VH_mean=-28.400554691235318, VH_stdDev=7.773252840823496}","{VV_p2=-30.746600275667966, VV_p98=-7.771558658002523, VH_p2=-38.73630796300655, VH_p98=-14.77124068050787}",
S1B_IW_GRDH_1SDV_20190914T062327_20190914T062352_018030_021F13_347C,201909257,"{VV_mean=-14.161292746488089, VV_stdDev=5.542392554295262, VH_mean=-24.06100361011482, VH_stdDev=8.377272009183027}","{VV_p2=-25.236153607217137, VV_p98=-6.273158784344667, VH_p2=-38.236585007967925, VH_p98=-13.77688457763837}",
S1A_IW_GRDH_1SDV_20190920T062358_20190920T062423_029101_034D93_0C9C,201909263,"{VV_mean=-12.628469738092578, VV_stdDev=2.301176275181205, VH_mean=-25.79803724605985, VH_stdDev=6.07823516197994}","{VV_p2=-17.228488467655296, VV_p98=-7.769914327214229, VH_p2=-33.229844754624835, VH_p98=-14.767623038638318}",
S1A_IW_GRDH_1SDV_20190920T062423_20190920T062448_029101_034D93_716A,201909263,"{VV_mean=-12.54476445593919, VV_stdDev=2.254360666665361, VH_mean=-25.960194232301962, VH_stdDev=5.803381069858939}","{VV_p2=-17.734813875359723, VV_p98=-8.271112127865306, VH_p2=-33.23008597333962, VH_p98=-14.767276459547674}",
S1B_IW_GRDH_1SDV_20190926T062328_20190926T062353_018205_022472_8EAD,201909269,"{VV_mean=-12.11718945560708, VV_stdDev=4.2467106039671, VH_mean=-22.213871754770466, VH_stdDev=8.162402437749446}","{VV_p2=-19.225886679495016, VV_p98=-5.2683691458223265, VH_p2=-35.23227797656089, VH_p98=-12.777084320335575}",
S1A_IW_GRDH_1SDV_20191002T062359_20191002T062424_029276_035397_C005,201910275,"{VV_mean=-15.342871527396134, VV_stdDev=4.960377507044536, VH_mean=-26.512340870030254, VH_stdDev=7.936929381727913}","{VV_p2=-22.23048501409906, VV_p98=-6.268635132205622, VH_p2=-36.73468397879143, VH_p98=-13.771504318384732}",
S1A_IW_GRDH_1SDV_20191002T062424_20191002T062449_029276_035397_E72C,201910275,"{VV_mean=-15.639509578285743, VV_stdDev=4.95593863295081, VH_mean=-27.382697390005852, VH_stdDev=7.937698136029295}","{VV_p2=-23.729929429619514, VV_p98=-6.769434759766615, VH_p2=-37.73455395078475, VH_p98=-13.771758479189801}",
S1B_IW_GRDH_1SDV_20191008T062328_20191008T062353_018380_0229FB_0D21,201910281,"{VV_mean=-12.758543811769908, VV_stdDev=5.45933384997853, VH_mean=-22.8183287809125, VH_stdDev=9.049115056738172}","{VV_p2=-23.236286131088427, VV_p98=-5.270966622355108, VH_p2=-37.737182586215546, VH_p98=-12.778335116037818}",
S1A_IW_GRDH_1SDV_20191014T062359_20191014T062424_029451_0359A3_81E9,201910287,"{VV_mean=-14.587791379846763, VV_stdDev=4.713188690710958, VH_mean=-26.628674513491912, VH_stdDev=8.420532944928038}","{VV_p2=-21.22213693610286, VV_p98=-5.771942524613107, VH_p2=-37.234538958014326, VH_p98=-13.272856771980807}",
S1A_IW_GRDH_1SDV_20191014T062424_20191014T062449_029451_0359A3_5B8B,201910287,"{VV_mean=-16.021219909752695, VV_stdDev=5.524197593030533, VH_mean=-27.328618853890536, VH_stdDev=8.320587709434953}","{VV_p2=-24.73180899485511, VV_p98=-6.27056039506071, VH_p2=-37.73452671790669, VH_p98=-13.27286669642312}",
S1B_IW_GRDH_1SDV_20191020T062328_20191020T062353_018555_022F5A_FDC6,201910293,"{VV_mean=-14.249928995803014, VV_stdDev=6.36443259061473, VH_mean=-23.647621467246637, VH_stdDev=8.871922665364485}","{VV_p2=-24.726100557832815, VV_p98=-5.769731092823764, VH_p2=-38.73558277175414, VH_p98=-13.776268736568099}",
S1A_IW_GRDH_1SDV_20191026T062359_20191026T062424_029626_035FA2_2EEF,201910299,"{VV_mean=-13.91053543650687, VV_stdDev=3.8910479483988105, VH_mean=-25.040809184257043, VH_stdDev=6.788372517927021}","{VV_p2=-19.22484437341268, VV_p98=-6.26919621030229, VH_p2=-34.23609780791661, VH_p98=-13.769732401968534}",
S1A_IW_GRDH_1SDV_20191026T062424_20191026T062449_029626_035FA2_BAF9,201910299,"{VV_mean=-15.459274088357315, VV_stdDev=4.7116974176357065, VH_mean=-26.6728638394164, VH_stdDev=7.593778588725206}","{VV_p2=-21.723263944343984, VV_p98=-6.269258266227676, VH_p2=-36.23505639187923, VH_p98=-13.769472737726087}",
S1B_IW_GRDH_1SDV_20191101T062328_20191101T062353_018730_0234D6_BB01,201911305,"{VV_mean=-11.962787068787636, VV_stdDev=4.642604202663186, VH_mean=-22.29323753812596, VH_stdDev=8.872059376948394}","{VV_p2=-20.230256981510422, VV_p98=-4.769211614417452, VH_p2=-36.734799055187224, VH_p98=-12.27707596231033}",
S1A_IW_GRDH_1SDV_20191107T062359_20191107T062424_029801_0365D2_CCFE,201911311,"{VV_mean=-10.306452365601022, VV_stdDev=2.395427111522431, VH_mean=-24.090293657778247, VH_stdDev=6.29881340486825}","{VV_p2=-15.732888261424113, VV_p98=-5.770745592294546, VH_p2=-32.23304125892145, VH_p98=-13.274548525237089}",
S1A_IW_GRDH_1SDV_20191107T062424_20191107T062449_029801_0365D2_CDF0,201911311,"{VV_mean=-10.78282342670457, VV_stdDev=2.6572181018767385, VH_mean=-24.744911103398124, VH_stdDev=6.331890951142133}","{VV_p2=-17.24238221624766, VV_p98=-6.2728878513280275, VH_p2=-33.23539690895793, VH_p98=-13.769832604918046}",
S1B_IW_GRDH_1SDV_20191113T062328_20191113T062353_018905_023A7C_7D2E,201911317,"{VV_mean=-12.167525044191992, VV_stdDev=3.9240926719839937, VH_mean=-23.055759797245106, VH_stdDev=8.038109404828177}","{VV_p2=-20.237813212738875, VV_p98=-5.767577662502012, VH_p2=-36.23561261984401, VH_p98=-13.276325471985087}",
S1A_IW_GRDH_1SDV_20191119T062358_20191119T062423_029976_036BE1_09E7,201911323,"{VV_mean=-15.79792811040329, VV_stdDev=5.1874508920280835, VH_mean=-26.867827384750818, VH_stdDev=7.947894568301546}","{VV_p2=-22.21076608049493, VV_p98=-6.269725845864888, VH_p2=-37.23334877641739, VH_p98=-13.7685140479901}",
S1A_IW_GRDH_1SDV_20191119T062423_20191119T062448_029976_036BE1_B259,201911323,"{VV_mean=-16.491081922972853, VV_stdDev=5.295340709722933, VH_mean=-27.67378561269971, VH_stdDev=7.925987823731492}","{VV_p2=-23.218398020252867, VV_p98=-6.769662288707593, VH_p2=-37.73475389162136, VH_p98=-13.769940486435905}",
S1B_IW_GRDH_1SDV_20191125T062328_20191125T062353_019080_02401D_868F,201911329,"{VV_mean=-12.734040485815768, VV_stdDev=5.6773555016891475, VH_mean=-22.49235933104384, VH_stdDev=9.123822678051244}","{VV_p2=-23.23018230143418, VV_p98=-4.7680612389503665, VH_p2=-37.738502553502926, VH_p98=-12.274084660168764}",
S1A_IW_GRDH_1SDV_20191201T062358_20191201T062423_030151_0371F4_AF3E,201912335,"{VV_mean=-12.467924486400433, VV_stdDev=3.4958457427519276, VH_mean=-24.458029339126508, VH_stdDev=6.809115274282223}","{VV_p2=-18.222247661237056, VV_p98=-5.770516360561637, VH_p2=-32.72867494746009, VH_p98=-12.770981968725357}",
S1A_IW_GRDH_1SDV_20191201T062423_20191201T062448_030151_0371F4_DA27,201912335,"{VV_mean=-15.597628272769173, VV_stdDev=4.994142157104902, VH_mean=-26.887144171425412, VH_stdDev=8.020555985461778}","{VV_p2=-21.72811699050392, VV_p98=-5.768324245370543, VH_p2=-36.23355939205257, VH_p98=-12.771511219237714}",
S1B_IW_GRDH_1SDV_20191207T062327_20191207T062352_019255_0245A6_8F02,201912341,"{VV_mean=-13.082766485044033, VV_stdDev=5.893214054012578, VH_mean=-22.894634542662345, VH_stdDev=9.123293188957824}","{VV_p2=-25.73978906927625, VV_p98=-5.270397798254595, VH_p2=-38.23728801201842, VH_p98=-12.274923696525923}",
S1A_IW_GRDH_1SDV_20191213T062358_20191213T062423_030326_037800_23FB,201912347,"{VV_mean=-8.550163954453858, VV_stdDev=2.1044344423479173, VH_mean=-21.872051958911168, VH_stdDev=5.072756799096566}","{VV_p2=-12.727135467770083, VV_p98=-4.776328963650384, VH_p2=-28.72946863344145, VH_p98=-12.768878020185385}",
S1A_IW_GRDH_1SDV_20191213T062423_20191213T062448_030326_037800_6D55,201912347,"{VV_mean=-8.893815895199275, VV_stdDev=2.1606251741969547, VH_mean=-22.408473083769916, VH_stdDev=5.134502211293768}","{VV_p2=-13.228203127602761, VV_p98=-4.772232456524133, VH_p2=-29.22872055210259, VH_p98=-12.767996900316135}",
S1B_IW_GRDH_1SDV_20191219T062327_20191219T062352_019430_024B3A_61E6,201912353,"{VV_mean=-12.781644819169715, VV_stdDev=5.656039732908731, VH_mean=-22.37181034918162, VH_stdDev=8.95737819124671}","{VV_p2=-21.72835645176571, VV_p98=-4.768963112317608, VH_p2=-37.2361066195759, VH_p98=-11.77648613979912}",
S1A_IW_GRDH_1SDV_20191225T062357_20191225T062422_030501_037E0D_A7FA,201912359,"{VV_mean=-17.259484214393105, VV_stdDev=6.834656777794696, VH_mean=-27.371114474777062, VH_stdDev=8.75526774290687}","{VV_p2=-28.73758363667112, VV_p98=-5.769134483126207, VH_p2=-39.23657588251146, VH_p98=-12.76998217556675}",
S1A_IW_GRDH_1SDV_20191225T062422_20191225T062447_030501_037E0D_1BAC,201912359,"{VV_mean=-18.362968678355642, VV_stdDev=7.011459627589886, VH_mean=-27.829203551737766, VH_stdDev=8.567423886219318}","{VV_p2=-30.74310673799707, VV_p98=-6.268263172066021, VH_p2=-38.73517322842941, VH_p98=-12.769040505594422}",
